version,block,exp,id,sentence,cond,gender,structure,phonot_freq,lex_freq,figurativeness,target,distractor,noun,noun_transparency,subject_antecedent,object_antecedent,sentence_wav,pictureA_i,pictureA,pictureB_i,pictureB,CorrectPicture,SubjectBias,RespAllowedTime,StartSentence,onsetQue,onsetDet,onsetN,onsetTarget,offsetTarget,iOffset1,iOffsetN,iOnsetTarget,iOffsetTarget,sOffset1,sOnsetV1,sOnsetC2,sOnsetC3,sOnsetV2,sOffsetTarget,AonsetS,AoffsetS,AonsetO,AoffsetO,AonsetPN,AonsetAux,AonsetGerund,AonsetTarget,AoffsetTarget,end_sentence
2,7,anaphora,A28_C1,"Mientras el banquero saluda al técnico, está cambiando un cheque en el banco.",1,NA,NA,NA,NA,NA,cheque,cable,NA,NA,banquero,técnico,A28_C1.wav,cheque,A28subj.bmp,cable,A28obj.bmp,A28subj.bmp,A28subj.bmp,3.731142,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666876,1.140065,1.673458,2.329659,2.630117,2.630117,2.963155,3.731142,4.199157,4.939195
1,7,anaphora,A28_C2,"Mientras el banquero saluda al técnico, él está cambiando un cheque en el banco.",2,NA,NA,NA,NA,NA,cheque,cable,NA,NA,banquero,técnico,A28_C2.wav,cheque,A28subj.bmp,cable,A28obj.bmp,A28subj.bmp,A28subj.bmp,4.022592,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.700991,1.225604,1.814799,2.53104,2.831117,3.006682,3.319163,4.022592,4.506172,5.257294
4,7,anaphora,A28_C3,"Mientras el banquero saluda al técnico, está cambiando un cable en el banco.",3,NA,NA,NA,NA,NA,cable,cheque,NA,NA,banquero,técnico,A28_C3.wav,cable,A28obj.bmp,cheque,A28subj.bmp,A28obj.bmp,A28subj.bmp,3.658291,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667668,1.134159,1.623496,2.272651,2.573201,2.573201,2.940255,3.658291,4.156317,4.906055
3,7,anaphora,A28_C4,"Mientras el banquero saluda al técnico, él está cambiando un cable en el banco.",4,NA,NA,NA,NA,NA,cable,cheque,NA,NA,banquero,técnico,A28_C4.wav,cable,A28obj.bmp,cheque,A28subj.bmp,A28obj.bmp,A28subj.bmp,3.893496,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667128,1.167126,1.698841,2.429276,2.730274,2.889147,3.18995,3.893496,4.328568,5.09141
3,8,anaphora,A29_C1,"Mientras el extranjero sigue al enfermero, está poniendo un pasaporte en la bolsa.",1,NA,NA,NA,NA,NA,pasaporte,termómetro,NA,NA,extranjero,enfermero,A29_C1.wav,pasaporte,A29subj.bmp,termómetro,A29obj.bmp,A29subj.bmp,A29subj.bmp,3.450639,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577678,1.279725,1.660432,2.36283,2.663251,2.663251,2.939832,3.450639,4.124604,4.790677
4,8,anaphora,A29_C2,"Mientras el extranjero sigue al enfermero, él está poniendo un pasaporte en la bolsa.",2,NA,NA,NA,NA,NA,pasaporte,termómetro,NA,NA,extranjero,enfermero,A29_C2.wav,pasaporte,A29subj.bmp,termómetro,A29obj.bmp,A29subj.bmp,A29subj.bmp,3.567622,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.624961,1.275161,1.639167,2.345012,2.644166,2.788967,3.037334,3.567622,4.286118,4.957102
1,8,anaphora,A29_C3,"Mientras el extranjero sigue al enfermero, está poniendo un termómetro en la bolsa.",3,NA,NA,NA,NA,NA,termómetro,pasaporte,NA,NA,extranjero,enfermero,A29_C3.wav,termómetro,A29obj.bmp,pasaporte,A29subj.bmp,A29obj.bmp,A29subj.bmp,3.511219,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.630096,1.29031,1.686094,2.403723,2.703649,2.703649,2.999677,3.511219,4.113613,4.815809
2,8,anaphora,A29_C4,"Mientras el extranjero sigue al enfermero, él está poniendo un termómetro en la bolsa.",4,NA,NA,NA,NA,NA,termómetro,pasaporte,NA,NA,extranjero,enfermero,A29_C4.wav,termómetro,A29obj.bmp,pasaporte,A29subj.bmp,A29obj.bmp,A29subj.bmp,3.571228,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633785,1.276203,1.681614,2.371559,2.672218,2.821911,3.061894,3.571228,4.143941,4.853097
1,8,anaphora,A30_C1,"Mientras el cajero sirve al nadador, está metiendo un billete en la caja.",1,NA,NA,NA,NA,NA,billete,bañador,NA,NA,cajero,nadador,A30_C1.wav,billete,A30subj.bmp,bañador,A30obj.bmp,A30subj.bmp,A30subj.bmp,3.515514,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.624631,1.110212,1.591963,2.189236,2.490078,2.490078,2.840991,3.515514,3.952432,4.607296
2,8,anaphora,A30_C2,"Mientras el cajero sirve al nadador, él está metiendo un billete en la caja.",2,NA,NA,NA,NA,NA,billete,bañador,NA,NA,cajero,nadador,A30_C2.wav,billete,A30subj.bmp,bañador,A30obj.bmp,A30subj.bmp,A30subj.bmp,3.743127,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70863,1.212661,1.737671,2.30522,2.605723,2.783655,3.085129,3.743127,4.204372,4.871451
3,8,anaphora,A30_C3,"Mientras el cajero sirve al nadador, está metiendo un bañador en la caja.",3,NA,NA,NA,NA,NA,bañador,billete,NA,NA,cajero,nadador,A30_C3.wav,bañador,A30obj.bmp,billete,A30subj.bmp,A30obj.bmp,A30subj.bmp,3.522011,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667964,1.180916,1.698352,2.223006,2.523834,2.523834,2.85575,3.522011,3.972668,4.73756
4,8,anaphora,A30_C4,"Mientras el cajero sirve al nadador, él está metiendo un bañador en la caja.",4,NA,NA,NA,NA,NA,bañador,billete,NA,NA,cajero,nadador,A30_C4.wav,bañador,A30obj.bmp,billete,A30subj.bmp,A30obj.bmp,A30subj.bmp,3.504127,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655503,1.141935,1.547076,2.097053,2.397124,2.59236,2.898263,3.504127,3.96395,4.705993
2,8,anaphora,A31_C1,"Mientras el piloto sorprende al capitán, está mostrando un avión en el móvil.",1,NA,NA,NA,NA,NA,avión,barco,NA,NA,piloto,capitán,A31_C1.wav,avión,A31subj.bmp,barco,A31obj.bmp,A31subj.bmp,A31subj.bmp,3.831517,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.696961,1.158581,1.807209,2.450805,2.750831,2.750831,3.092823,3.831517,4.289695,5.107718
1,8,anaphora,A31_C2,"Mientras el piloto sorprende al capitán, él está mostrando un avión en el móvil.",2,NA,NA,NA,NA,NA,avión,barco,NA,NA,piloto,capitán,A31_C2.wav,avión,A31subj.bmp,barco,A31obj.bmp,A31subj.bmp,A31subj.bmp,3.952645,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654232,1.118288,1.762212,2.422685,2.723681,2.877862,3.189937,3.952645,4.393065,5.285179
4,8,anaphora,A31_C3,"Mientras el piloto sorprende al capitán, está mostrando un barco en el móvil.",3,NA,NA,NA,NA,NA,barco,avión,NA,NA,piloto,capitán,A31_C3.wav,barco,A31obj.bmp,avión,A31subj.bmp,A31obj.bmp,A31subj.bmp,3.921473,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.720208,1.188961,1.878169,2.563742,2.863444,2.863444,3.197919,3.921473,4.321698,5.114718
3,8,anaphora,A31_C4,"Mientras el piloto sorprende al capitán, él está mostrando un barco en el móvil.",4,NA,NA,NA,NA,NA,barco,avión,NA,NA,piloto,capitán,A31_C4.wav,barco,A31obj.bmp,avión,A31subj.bmp,A31obj.bmp,A31subj.bmp,3.780057,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634775,1.086639,1.703193,2.351363,2.65182,2.797527,3.073272,3.780057,4.183309,4.94408
4,8,anaphora,A32_C1,"Mientras el político ve al estudiante, está repasando un discurso en el bus.",1,NA,NA,NA,NA,NA,discurso,examen,NA,NA,político,estudiante,A32_C1.wav,discurso,A32subj.bmp,examen,A32obj.bmp,A32subj.bmp,A32subj.bmp,3.755282,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65851,1.283808,1.553137,2.399895,2.700154,2.700154,3.045197,3.755282,4.338206,5.123133
3,8,anaphora,A32_C2,"Mientras el político ve al estudiante, él está repasando un discurso en el bus.",2,NA,NA,NA,NA,NA,discurso,examen,NA,NA,político,estudiante,A32_C2.wav,discurso,A32subj.bmp,examen,A32obj.bmp,A32subj.bmp,A32subj.bmp,4.123545,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.718996,1.379477,1.703474,2.53857,2.839333,3.040493,3.339844,4.123545,4.723859,5.516406
2,8,anaphora,A32_C3,"Mientras el político ve al estudiante, está repasando un examen en el bus.",3,NA,NA,NA,NA,NA,examen,discurso,NA,NA,político,estudiante,A32_C3.wav,examen,A32obj.bmp,discurso,A32subj.bmp,A32obj.bmp,A32subj.bmp,3.920987,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.669905,1.328181,1.609095,2.473825,2.774268,2.774268,3.110022,3.920987,4.503705,5.281231
1,8,anaphora,A32_C4,"Mientras el político ve al estudiante, él está repasando un examen en el bus.",4,NA,NA,NA,NA,NA,examen,discurso,NA,NA,político,estudiante,A32_C4.wav,examen,A32obj.bmp,discurso,A32subj.bmp,A32obj.bmp,A32subj.bmp,4.192223,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.703696,1.359514,1.666175,2.578093,2.878866,3.04988,3.358347,4.192223,4.719622,5.628066
1,1,determiner,D01_C1,Dice que el colegio nuevo cuesta mucho dinero. ,1,masc,d_n_adj,NA,NA,NA,nuevo,nueva,colegio,transp,NA,NA,D01_C1.wav,nuevo,D01masc.bmp,nueva,D01fem.bmp,D01masc.bmp,NA,1.093982902,100,0.4561416991,0.5147069141,0.6516946245,1.093982902,1.486251387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86881561
2,1,determiner,D01_C2,Dice que su colegio nuevo cuesta mucho dinero. ,2,masc,n_adj,NA,NA,NA,nuevo,nueva,colegio,transp,NA,NA,D01_C2.wav,nuevo,D01masc.bmp,nueva,D01fem.bmp,D01masc.bmp,NA,1.218755155,100,0.4253987024,0.5004205891,0.7498683626,1.218755155,1.621997796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.990631284
3,1,determiner,D01_C3,Dice que el proyector nuevo cuesta mucho dinero.,3,masc,d_n_adj,NA,NA,NA,nuevo,nueva,proyector,opaq,NA,NA,D01_C3.wav,nuevo,D01masc.bmp,nueva,D01fem.bmp,D01masc.bmp,NA,1.12109015,100,0.4221071888,0.4668735133,0.5815381339,1.12109015,1.530270064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.087858427
4,1,determiner,D01_C4,Dice que su proyector nuevo cuesta mucho dinero.,4,masc,n_adj,NA,NA,NA,nuevo,nueva,proyector,opaq,NA,NA,D01_C4.wav,nuevo,D01masc.bmp,nueva,D01fem.bmp,D01masc.bmp,NA,1.259724997,100,0.4081500712,0.4778798502,0.686197565,1.259724997,1.695536116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.039874049
3,1,determiner,D02_C1,Avisa de que la máquina moderna repara el sistema.,1,feme,d_n_adj,NA,NA,NA,moderna,moderno,máquina,transp,NA,NA,D02_C1.wav,moderna,D02fem.bmp,moderno,D02masc.bmp,D02fem.bmp,NA,1.350291434,100,0.7228420035,0.8030785036,0.9226308888,1.350291434,1.892690175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.091019436
4,1,determiner,D02_C2,Avisa de que su máquina moderna repara el sistema.,2,feme,n_adj,NA,NA,NA,moderna,moderno,máquina,transp,NA,NA,D02_C2.wav,moderna,D02fem.bmp,moderno,D02masc.bmp,D02fem.bmp,NA,1.411160503,100,0.6893451758,0.7540898234,0.9159514423,1.411160503,1.912494058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.140401321
1,1,determiner,D02_C3,Avisa de que la conexión moderna repara el sistema.,3,feme,d_n_adj,NA,NA,NA,moderna,moderno,conexión,opaq,NA,NA,D02_C3.wav,moderna,D02fem.bmp,moderno,D02masc.bmp,D02fem.bmp,NA,1.554024581,100,0.7469415536,0.8345246593,1.008749117,1.554024581,2.117193369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.298180857
2,1,determiner,D02_C4,Avisa de que su conexión moderna repara el sistema.,4,feme,n_adj,NA,NA,NA,moderna,moderno,conexión,opaq,NA,NA,D02_C4.wav,moderna,D02fem.bmp,moderno,D02masc.bmp,D02fem.bmp,NA,1.465115651,100,0.6921088036,0.761546671,0.9545430966,1.465115651,2.045126073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.189018694
4,1,determiner,D03_C1,Cree que el plato típico lleva demasiados ingredientes.,1,masc,d_n_adj,NA,NA,NA,típico,típica,plato,transp,NA,NA,D03_C1.wav,típico,D03masc.bmp,típica,D03fem.bmp,D03masc.bmp,NA,0.8281023971,100,0.3055471152,0.360857074,0.5119275583,0.8281023971,1.265628936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21866001
3,1,determiner,D03_C2,Cree que su plato típico lleva demasiados ingredientes.,2,masc,n_adj,NA,NA,NA,típico,típica,plato,transp,NA,NA,D03_C2.wav,típico,D03masc.bmp,típica,D03fem.bmp,D03masc.bmp,NA,0.9754715237,100,0.3314104978,0.3990369055,0.6413648665,0.9754715237,1.469788361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.457539277
2,1,determiner,D03_C3,Cree que el pastel típico lleva demasiados ingredientes.,3,masc,d_n_adj,NA,NA,NA,típico,típica,pastel,opaq,NA,NA,D03_C3.wav,típico,D03masc.bmp,típica,D03fem.bmp,D03masc.bmp,NA,1.021960854,100,0.3542682331,0.4248233811,0.5581898195,1.021960854,1.508963461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.531750508
1,1,determiner,D03_C4,Cree que su pastel típico lleva demasiados ingredientes.,4,masc,n_adj,NA,NA,NA,típico,típica,pastel,opaq,NA,NA,D03_C4.wav,típico,D03masc.bmp,típica,D03fem.bmp,D03masc.bmp,NA,1.113764699,100,0.3281839026,0.4200168429,0.6436891531,1.113764699,1.57020169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.563418371
2,1,determiner,D04_C1,Comenta que la silla rosada mejora la sala.,1,feme,d_n_adj,NA,NA,NA,rosada,rosado,silla,transp,NA,NA,D04_C1.wav,rosada,D04fem.bmp,rosado,D04masc.bmp,D04fem.bmp,NA,1.184717457,100,0.5969256131,0.6808958765,0.8055254254,1.184717457,1.688539037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.732380195
1,1,determiner,D04_C2,Comenta que su silla rosada mejora la sala.,2,feme,n_adj,NA,NA,NA,rosada,rosado,silla,transp,NA,NA,D04_C2.wav,rosada,D04fem.bmp,rosado,D04masc.bmp,D04fem.bmp,NA,1.24661857,100,0.633009933,0.7135216395,0.8542217092,1.24661857,1.760173824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.814308731
4,1,determiner,D04_C3,Comenta que la pared rosada mejora la sala.,3,feme,d_n_adj,NA,NA,NA,rosada,rosado,pared,opaq,NA,NA,D04_C3.wav,rosada,D04fem.bmp,rosado,D04masc.bmp,D04fem.bmp,NA,1.163012732,100,0.6200839126,0.7018151327,0.8936333024,1.163012732,1.730127321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79560458
3,1,determiner,D04_C4,Comenta que su pared rosada mejora la sala.,4,feme,n_adj,NA,NA,NA,rosada,rosado,pared,opaq,NA,NA,D04_C4.wav,rosada,D04fem.bmp,rosado,D04masc.bmp,D04fem.bmp,NA,1.187904766,100,0.5989908755,0.6673608259,0.9159788272,1.187904766,1.744964475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.847993353
3,2,determiner,D05_C1,Anuncia que el palo roto crea más basura.,1,masc,d_n_adj,NA,NA,NA,roto,rota,palo,transp,NA,NA,D05_C1.wav,roto,D05masc.bmp,rota,D05fem.bmp,D05masc.bmp,NA,1.155542427,100,0.6746493682,0.7249679796,0.8956690918,1.155542427,1.558091318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.643803788
4,2,determiner,D05_C2,Anuncia que su palo roto crea más basura.,2,masc,n_adj,NA,NA,NA,roto,rota,palo,transp,NA,NA,D05_C2.wav,roto,D05masc.bmp,rota,D05fem.bmp,D05masc.bmp,NA,1.276002282,100,0.6616128087,0.735396302,1.014212772,1.276002282,1.661237252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.900636797
1,2,determiner,D05_C3,Anuncia que el cristal roto crea más basura.,3,masc,d_n_adj,NA,NA,NA,roto,rota,cristal,opaq,NA,NA,D05_C3.wav,roto,D05masc.bmp,rota,D05fem.bmp,D05masc.bmp,NA,1.443034716,100,0.7215269016,0.754392194,0.8759173449,1.443034716,1.880983845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.069000576
2,2,determiner,D05_C4,Anuncia que su cristal roto crea más basura.,4,masc,n_adj,NA,NA,NA,roto,rota,cristal,opaq,NA,NA,D05_C4.wav,roto,D05masc.bmp,rota,D05fem.bmp,D05masc.bmp,NA,1.550170944,100,0.718076917,0.7912787679,1.008700977,1.550170944,1.957694067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.169100748
1,2,determiner,D06_C1,Piensa que la charla larga produce insomnio.,1,feme,d_n_adj,NA,NA,NA,larga,largo,charla,transp,NA,NA,D06_C1.wav,larga,D06fem.bmp,largo,D06masc.bmp,D06fem.bmp,NA,1.074050727,100,0.4794019556,0.5549237103,0.7175336147,1.074050727,1.428526711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.501592367
2,2,determiner,D06_C2,Piensa que su charla larga produce insomnio.,2,feme,n_adj,NA,NA,NA,larga,largo,charla,transp,NA,NA,D06_C2.wav,larga,D06fem.bmp,largo,D06masc.bmp,D06fem.bmp,NA,1.140936439,100,0.5045103803,0.5640512798,0.759213117,1.140936439,1.487596788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.619719824
3,2,determiner,D06_C3,Piensa que la crisis larga produce insomnio. ,3,feme,d_n_adj,NA,NA,NA,larga,largo,crisis,opaq,NA,NA,D06_C3.wav,larga,D06fem.bmp,largo,D06masc.bmp,D06fem.bmp,NA,1.182364615,100,0.5307815567,0.6172931114,0.801301815,1.182364615,1.533217032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.641750036
4,2,determiner,D06_C4,Piensa que su crisis larga produce insomnio.,4,feme,n_adj,NA,NA,NA,larga,largo,crisis,opaq,NA,NA,D06_C4.wav,larga,D06fem.bmp,largo,D06masc.bmp,D06fem.bmp,NA,1.101538443,100,0.4834702921,0.5568004117,0.7460183095,1.101538443,1.460332242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.611948752
2,2,determiner,D07_C1,Descubre que el teclado bueno vale menos dinero.,1,masc,d_n_adj,NA,NA,NA,bueno,buena,teclado,transp,NA,NA,D07_C1.wav,bueno,D07masc.bmp,buena,D07fem.bmp,D07masc.bmp,NA,1.441857068,100,0.7419175498,0.8003243467,0.9510515645,1.441857068,1.869545548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.216284565
1,2,determiner,D07_C2,Descubre que su teclado bueno vale menos dinero.,2,masc,n_adj,NA,NA,NA,bueno,buena,teclado,transp,NA,NA,D07_C2.wav,bueno,D07masc.bmp,buena,D07fem.bmp,D07masc.bmp,NA,1.535659234,100,0.7234883252,0.7900023221,1.023676495,1.535659234,1.965374661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.270461714
4,2,determiner,D07_C3,Descubre que el borrador bueno vale menos dinero.,3,masc,d_n_adj,NA,NA,NA,bueno,buena,borrador,opaq,NA,NA,D07_C3.wav,bueno,D07masc.bmp,buena,D07fem.bmp,D07masc.bmp,NA,1.482556384,100,0.7751922299,0.8511004116,0.9495308009,1.482556384,1.929663915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.244548194
3,2,determiner,D07_C4,Descubre que su borrador bueno vale menos dinero.,4,masc,n_adj,NA,NA,NA,bueno,buena,borrador,opaq,NA,NA,D07_C4.wav,bueno,D07masc.bmp,buena,D07fem.bmp,D07masc.bmp,NA,1.459886437,100,0.6759080301,0.7436799095,0.919384782,1.459886437,1.848947226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.091451573
4,2,determiner,D08_C1,Cuenta que la planta bonita gana el concurso.,1,feme,d_n_adj,NA,NA,NA,bonita,bonito,planta,transp,NA,NA,D08_C1.wav,bonita,D08fem.bmp,bonito,D08masc.bmp,D08fem.bmp,NA,1.252748267,100,0.5399634892,0.6244550013,0.8581549284,1.252748267,1.802841941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.104118532
3,2,determiner,D08_C2,Cuenta que su planta bonita gana el concurso.,2,feme,n_adj,NA,NA,NA,bonita,bonito,planta,transp,NA,NA,D08_C2.wav,bonita,D08fem.bmp,bonito,D08masc.bmp,D08fem.bmp,NA,1.287415458,100,0.5495141338,0.6253731484,0.8710529117,1.287415458,1.835669245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.131338642
2,2,determiner,D08_C3,Cuenta que la canción bonita gana el concurso.,3,feme,d_n_adj,NA,NA,NA,bonita,bonito,canción,opaq,NA,NA,D08_C3.wav,bonita,D08fem.bmp,bonito,D08masc.bmp,D08fem.bmp,NA,1.31133597,100,0.5608873338,0.6500031094,0.8751377003,1.31133597,1.998934533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.360720006
1,2,determiner,D08_C4,Cuenta que su canción bonita gana el concurso.,4,feme,n_adj,NA,NA,NA,bonita,bonito,canción,opaq,NA,NA,D08_C4.wav,bonita,D08fem.bmp,bonito,D08masc.bmp,D08fem.bmp,NA,1.317019682,100,0.5112305166,0.574483591,0.8155786429,1.317019682,1.879880374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.201447062
1,3,determiner,D09_C1,Declara que el carro antiguo contamina el ambiente.,1,masc,d_n_adj,NA,NA,NA,antiguo,antigua,carro,transp,NA,NA,D09_C1.wav,antiguo,D09masc.bmp,antigua,D09fem.bmp,D09masc.bmp,NA,1.286344715,100,0.723044045,0.8054782894,0.9886654991,1.286344715,1.786445797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.294215241
2,3,determiner,D09_C2,Declara que su carro antiguo contamina el ambiente.,2,masc,n_adj,NA,NA,NA,antiguo,antigua,carro,transp,NA,NA,D09_C2.wav,antiguo,D09masc.bmp,antigua,D09fem.bmp,D09masc.bmp,NA,1.320931576,100,0.7095314178,0.7728132812,1.035676406,1.320931576,1.800900171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.317446021
3,3,determiner,D09_C3,Declara que el camión antiguo contamina el ambiente.,3,masc,d_n_adj,NA,NA,NA,antiguo,antigua,camión,opaq,NA,NA,D09_C3.wav,antiguo,D09masc.bmp,antigua,D09fem.bmp,D09masc.bmp,NA,1.287961644,100,0.6647481495,0.7221908074,0.8669777808,1.287961644,1.838781651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.340509024
4,3,determiner,D09_C4,Declara que su camión antiguo contamina el ambiente.,4,masc,n_adj,NA,NA,NA,antiguo,antigua,camión,opaq,NA,NA,D09_C4.wav,antiguo,D09masc.bmp,antigua,D09fem.bmp,D09masc.bmp,NA,1.345208035,100,0.6883490808,0.7598029382,0.9664165018,1.345208035,1.897899318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.370925443
3,3,determiner,D10_C1,Menciona que la falda dorada causa sorpresa.,1,feme,d_n_adj,NA,NA,NA,dorada,dorado,falda,transp,NA,NA,D10_C1.wav,dorada,D10fem.bmp,dorado,D10masc.bmp,D10fem.bmp,NA,1.448929383,100,0.8265867697,0.9084333169,1.057455804,1.448929383,1.912983863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.094661785
4,3,determiner,D10_C2,Menciona que su falda dorada causa sorpresa.,2,feme,n_adj,NA,NA,NA,dorada,dorado,falda,transp,NA,NA,D10_C2.wav,dorada,D10fem.bmp,dorado,D10masc.bmp,D10fem.bmp,NA,1.416671674,100,0.7255905208,0.8005067481,0.9537062242,1.416671674,1.883845901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.082309083
1,3,determiner,D10_C3,Menciona que la nariz dorada causa sorpresa.,3,feme,d_n_adj,NA,NA,NA,dorada,dorado,nariz,opaq,NA,NA,D10_C3.wav,dorada,D10fem.bmp,dorado,D10masc.bmp,D10fem.bmp,NA,1.287788828,100,0.734074924,0.7947810995,0.9272309369,1.287788828,1.795513205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.109357743
